entry_time_ist,exit_time_ist,underlying,instrument,strategy,direction,entry_price,exit_price,quantity,gross_pnl_inr,fees_inr,net_pnl_inr,holding_min,exit_reason,status
2023-12-14 12:42,2023-12-14 12:43,NIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,33627.00,33951.50,1500,486750.00,94400.39,392349.61,1.0,SL,WIN
2023-12-14 12:44,2023-12-14 12:45,NIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,33588.05,33912.45,1500,486600.00,94291.69,392308.31,1.0,SL,WIN
2023-12-15 10:35,2023-12-15 10:36,NIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,27881.30,28031.30,2700,405000.00,140409.49,264590.51,1.0,TP,WIN
2023-12-19 12:47,2023-12-19 12:48,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,71698.90,72389.15,690,476272.50,92587.58,383684.92,1.0,SL,WIN
2023-12-19 12:50,2023-12-19 12:51,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,55213.95,55620.40,1380,560901.00,142330.33,418570.67,1.0,TP,WIN
2023-12-20 10:00,2023-12-20 10:03,BANKNIFTY,FUTURE,S10_Tick_Scalp_Bid_Ask_Compression,LONG,65479.40,65328.90,1170,-176085.00,20774.82,-196859.82,3.0,SL,LOSS
2023-12-21 11:00,2023-12-21 11:01,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54997.55,55440.30,1380,610995.00,141846.60,469148.40,1.0,TP,WIN
2023-12-27 10:00,2023-12-27 10:01,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,59768.75,60340.15,840,479976.00,93954.90,386021.10,1.0,SL,WIN
2023-12-27 10:02,2023-12-27 10:03,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,59719.75,60291.20,840,480018.00,93878.53,386139.47,1.0,SL,WIN
2023-12-27 10:03,2023-12-27 10:04,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,59676.55,60248.45,840,480396.00,93811.68,386584.32,1.0,SL,WIN
2023-12-27 10:12,2023-12-27 10:13,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,59439.85,60010.65,840,479472.00,93441.16,386030.84,1.0,SL,WIN
2023-12-27 10:50,2023-12-27 10:51,BANKNIFTY,CE,S2_VWAP_Reversion_BankNifty,LONG,54788.45,55147.35,1380,495282.00,141147.20,354134.80,1.0,TP,WIN
2023-12-28 10:21,2023-12-28 10:29,BANKNIFTY,FUTURE,S13_EMA_Ribbon_Scalp_Fast,SHORT,58387.05,58115.30,1290,350557.50,20445.83,330111.67,8.0,TP,WIN
2023-12-29 10:21,2023-12-29 10:22,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57986.00,58541.25,870,483067.50,94408.78,388658.72,1.0,SL,WIN
2023-12-29 10:23,2023-12-29 10:24,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57888.00,58442.60,870,482502.00,94249.66,388252.34,1.0,SL,WIN
2023-12-29 10:24,2023-12-29 10:25,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57863.85,58418.75,870,482763.00,94211.01,388551.99,1.0,SL,WIN
2023-12-29 10:26,2023-12-29 10:27,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57808.50,58363.80,870,483111.00,94122.08,388988.92,1.0,SL,WIN
2023-12-29 10:28,2023-12-29 10:29,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57786.60,58341.60,870,482850.00,94086.33,388763.67,1.0,SL,WIN
2023-12-29 10:29,2023-12-29 10:30,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57752.35,58306.65,870,482241.00,94030.14,388210.86,1.0,SL,WIN
2023-12-29 10:31,2023-12-29 10:32,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57732.15,58286.55,870,482328.00,93997.63,388330.37,1.0,SL,WIN
2023-12-29 10:34,2023-12-29 10:35,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57529.00,58081.00,870,480240.00,93666.48,386573.52,1.0,SL,WIN
2023-12-29 10:35,2023-12-29 10:36,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57505.25,58057.85,870,480762.00,93628.85,387133.15,1.0,SL,WIN
2023-12-29 10:36,2023-12-29 10:37,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57470.65,58023.50,870,480979.50,93573.26,387406.24,1.0,SL,WIN
2023-12-29 10:37,2023-12-29 10:38,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57437.25,57989.95,870,480849.00,93519.11,387329.89,1.0,SL,WIN
2023-12-29 10:38,2023-12-29 10:39,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57426.10,57978.70,870,480762.00,93500.98,387261.02,1.0,SL,WIN
2023-12-29 10:39,2023-12-29 10:40,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57358.45,57908.70,870,478717.50,93388.80,385328.70,1.0,SL,WIN
2023-12-29 10:40,2023-12-29 10:41,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57425.05,57976.05,870,479370.00,93497.31,385872.69,1.0,SL,WIN
2023-12-29 10:41,2023-12-29 10:42,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57395.55,57947.10,870,479848.50,93450.33,386398.17,1.0,SL,WIN
2023-12-29 10:44,2023-12-29 10:45,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57301.25,57851.85,870,479022.00,93296.82,385725.18,1.0,SL,WIN
2023-12-29 10:46,2023-12-29 10:47,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57345.00,57895.00,870,478500.00,93366.76,385133.24,1.0,SL,WIN
2023-12-29 10:47,2023-12-29 10:48,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57285.20,57834.30,870,477717.00,93269.04,384447.96,1.0,SL,WIN
2023-12-29 10:49,2023-12-29 10:50,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57247.50,57794.70,870,476064.00,93205.80,382858.20,1.0,SL,WIN
2023-12-29 10:50,2023-12-29 10:51,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57262.10,57810.45,870,477064.50,93230.80,383833.70,1.0,SL,WIN
2023-12-29 10:51,2023-12-29 10:52,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57273.10,57821.95,870,477499.50,93249.19,384250.31,1.0,SL,WIN
2023-12-29 10:54,2023-12-29 10:55,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57230.85,57781.10,870,478717.50,93182.65,385534.85,1.0,SL,WIN
2023-12-29 10:56,2023-12-29 10:57,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57216.40,57767.05,870,479065.50,93159.80,385905.70,1.0,SL,WIN
2023-12-29 10:57,2023-12-29 10:58,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57169.90,57719.35,870,478021.50,93083.20,384938.30,1.0,SL,WIN
2023-12-29 10:59,2023-12-29 11:00,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57222.05,57772.55,870,478935.00,93168.75,385766.25,1.0,SL,WIN
2023-12-29 11:00,2023-12-29 11:01,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57199.60,57750.50,870,479283.00,93132.97,386150.03,1.0,SL,WIN
2023-12-29 11:01,2023-12-29 11:02,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57162.85,57713.55,870,479109.00,93073.35,386035.65,1.0,SL,WIN
2023-12-29 11:02,2023-12-29 11:03,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57178.90,57729.55,870,479065.50,93099.22,385966.28,1.0,SL,WIN
2023-12-29 11:04,2023-12-29 11:05,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57090.10,57640.35,870,478717.50,92955.27,385762.23,1.0,SL,WIN
2023-12-29 11:11,2023-12-29 11:12,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,56981.50,57532.15,900,495585.00,95978.00,399607.00,1.0,SL,WIN
2023-12-29 11:12,2023-12-29 11:13,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,56962.70,57513.65,900,495855.00,95946.97,399908.03,1.0,SL,WIN
2023-12-29 11:13,2023-12-29 11:14,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,56939.75,57490.45,900,495630.00,95908.29,399721.71,1.0,SL,WIN
2023-12-29 11:14,2023-12-29 11:15,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,56954.45,57504.85,900,495360.00,95932.48,399427.52,1.0,SL,WIN
2023-12-29 11:16,2023-12-29 11:17,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,56961.75,57511.75,900,495000.00,95944.17,399055.83,1.0,SL,WIN
2023-12-29 11:17,2023-12-29 11:18,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,56960.55,57510.90,900,495315.00,95942.61,399372.39,1.0,SL,WIN
2023-12-29 11:19,2023-12-29 11:20,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,56974.60,57525.35,900,495675.00,95966.60,399708.40,1.0,SL,WIN
2023-12-29 11:20,2023-12-29 11:21,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57018.45,57569.70,870,479587.50,92840.74,386746.76,1.0,SL,WIN
2023-12-29 11:22,2023-12-29 11:23,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,56993.00,57545.30,870,480501.00,92800.92,387700.08,1.0,SL,WIN
2023-12-29 11:27,2023-12-29 11:28,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,56975.00,57528.15,900,497835.00,95970.32,401864.68,1.0,SL,WIN
2023-12-29 11:33,2023-12-29 11:34,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57031.20,57583.60,870,480588.00,92862.76,387725.24,1.0,SL,WIN
2023-12-29 11:34,2023-12-29 11:35,BANKNIFTY,STRANGLE,S18_VWAP_Mean_Reversion_Options_Straddle,LONG,57009.00,57561.90,870,481023.00,92827.51,388195.49,1.0,SL,WIN
2023-12-29 11:35,2023-12-29 11:40,BANKNIFTY,FUTURE,S10_Tick_Scalp_Bid_Ask_Compression,SHORT,56996.80,57126.00,1320,-170544.00,20449.53,-190993.53,5.0,SL,LOSS
2024-01-01 09:38,2024-01-01 09:42,NIFTY,FUTURE,S13_EMA_Ribbon_Scalp_Fast,SHORT,30626.40,30483.20,2475,354420.00,20576.03,333843.97,4.0,TP,WIN
2024-01-01 09:43,2024-01-01 09:47,BANKNIFTY,FUTURE,S13_EMA_Ribbon_Scalp_Fast,SHORT,60382.40,60099.45,1260,356517.00,20652.23,335864.77,4.0,TP,WIN
